id,biz_name,Description,website,Tier,Cash,Card,Member Charge,Member Charge Only,description
1858,Show Low Golf Club,Formerly known as Show Low Country Club.,https://www.bisongolf.net/,,,,,,
1859,Torreon Golf Club,,https://torreon.com/,,,,,,
1860,Pueblo del Sol Golf & Country Club,,https://www.pdsclub.com/,,,,,,
1863,Executive Course at Lakes Golf Courses's at Sun City,,,,,,,,
1864,Regulation Course at Lakes Golf Courses's at Sun City,,,,,,,,
1865,Regulation Course at Lakes Golf Courses's at Sun City,,,,,,,,
1866,North Golf Course at Sun City,"Located just south of Grand Avenue in Sun City, Sun City North Golf Course's trademarks are the doglegs and large trees that are present throughout the course. It has many other challenges to offer including plush, elevated greens and numerous sand bunkers. Placid ponds also create water hazards that come into play on two holes. The well-maintained course is relatively flat with plenty of shade, making it enjoyable to walk. The Sun City North Golf Course facility has several amenities including a putting green and chipping area. There is also a fully stocked pro shop and full service grill and deli.",https://suncityaz.org/golf-courses-pro-shops/north/,,,,,,
1867,Palmbrook Country Club,"The golf course at the Palmbrook Golf Club (formerly known as Palmbrook Country Club) has a reputation for being immaculately well kept. The course's greens and fairways are consistently kept in excellent condition making the course enjoyable to play. In addition to the spotless maintenance, the course at the Palmbrook Golf Club has a challenging design that incorporates water hazards in the form of a meandering brook and six lakes on the back nine. The challenging greens are fast and hard to read. There are also several bunkers that can affect play. Four sets of teeboxes provide different options.",https://www.palmbrookgolf.com/,,,,,,
1868,Quail Run Executive Golf Course,"Quail Run Executive Golf Course has two sets of teeboxes for more golfing options. The course's layout features relatively wide fairways and medium-sized, mildly undulating greens. All of the greens are well protected all around by sand bunkers. The tees and greens are all elevated as well for more challenge. Although the course is mostly flat there are some slight elevation changes on the course. There is also a water hazard, a lake, which comes into play on one hole. The Quail Run Executive Golf Course facility offers different practice facilities including a chipping area and putting green.",https://suncityaz.org/golf-courses-pro-shops/quailrun/,,,,,,
1870,Riverview Golf Course,,https://kretzriverview.com/,,,,,,
1871,Sun City Country Club,"The golf course at the Sun City Country Club provides a challenging championship course in an elegant setting. The semi-private course has a tight layout with fairways that are lined with trees and bushes. The trees provide plenty of shade, a welcome asset on sunny days. The greens play at medium speed and they are consistently in good condition. Several of the greens are elevated and sloped. A water hazard comes into play on three holes on the course. The seventh, a 153-yard, par-3, hole is the signature hole. It requires a tee shot over water that has to carry at least 125 yards. The upscale Sun City Country Club offers fine dining options as well as an experienced and helpful on-site golf pro.",https://www.suncitycountryclub.org/,,,,,,
1872,Union Hills Country Club,"The golf course at the Union Hills Country Club is a championship course with a traditional layout. The course has been named one of the Top Ten Private Courses in Arizona. The design features four lakes and two winding creeks that create water hazards that come into play on a few holes. There are also several sand bunkers present. Some of the golf course's greens are elevated and the fairways are average sized in width. The signature hole is the par-4 14th hole, which requires a carry over water. Union Hills Country Club also has a putting green and full driving range for golfers to use.",https://www.unionhillscc.com/,,,,,,
1873,Willowbrook Course at Willowcreek Golf Course,"The Willowbrook Executive Golf Course is part of the Willowcreek Golf Course facility, which is also home to the regulation length Willowcreek Golf Course. The 18-hole Willowbrook course has a traditional layout with ample risk-and-reward opportunities. The natural terrain is mostly flat but there are some hills that cause slight undulation. The design features water hazards that come into play on a few holes and there are also sand bunkers. The Willowbrook Executive Golf Course facility has a putting green and chipping area for golfers to use. Willowbrook Executive Golf Course is open to the public.",https://suncityaz.org/golf-courses-pro-shops/willowbrook/,,,,,,
1874,Briarwood Country Club at Sun City West,"The golf course at Briarwood Country Club provides stunning views of the surrounding mountains and a peaceful atmosphere. All skill levels and abilities can enjoy this course. The design features relatively open fairways that are lined with trees and water hazards that come into play on several holes. There are also a few sand bunkers cleverly situated throughout. The course is a nice walk, which is advantageous since any golf carts on the course are owned by members not the club. Briarwood Country Club has practice facilities for golfers to use as well including a putting green and chipping area.",https://www.briarwoodcc.com/,,,,,,
1876,Deer Valley Golf Course at Sun City West,"Deer Valley Golf Course offers a challenging game that will test golfers of all skill levels. The course has a beautiful rolling terrain with over 800 palm trees sprinkled throughout, providing a nice landscape but they can also affect shots since they border nearly all of the greens on the golf course. There are also sand bunkers that guard some of the greens, which are large, undulating, and oftentimes difficult to read. In addition, five of the greens are double-tiered. Ten ponds are situated on the course, coming into play on five holes. There are also some dogleg fairways to add to the difficulty at Deer Valley.",https://suncitywest.com/golf/,,,,,,
1877,Desert Trails Golf Course at Sun City West,"Desert Trails Golf Course is an executive course that possesses an interesting variety of par 4s that gives the opportunity for getting practice with every club. The course is most suited for beginning and intermediate players, and due to its flat terrain it is a good course for golfers who enjoy walking. Desert Trails Golf Course features wide fairways and undulating greens. Water hazards only come into play on the front nine but there are sand bunkers throughout the entire course to add some interest. Each hole offers three different tees to provide more possibilities as well as the option to adjust the game to different abilities and skill levels.",https://suncitywest.com/golf/,,,,,,
1878,Echo Mesa Golf Course at Sun City West,"Echo Mesa Golf Course is an executive course with a layout that is short but challenging. The course has undulating greens, some of which are very difficult to read, and fairways that are wide open. Water hazards come into play on six holes. The golf course's layout features not only several sand bunkers coming into play but also numerous grass bunkers situated throughout. Although it has a fair amount of challenges, the golf course accommodates all skill levels and offers something for every golfer. The Echo Mesa Golf Course facility also features practice facilities including a chipping area and putting green.",https://suncitywest.com/golf/,,,,,,
1879,Grandview Golf Course at Sun City West,"Grandview Golf Course may be little known, but it provides a good challenge for players of all abilities. Although the course is relatively demanding, it is suitable for most players and there are also four sets of tee boxes to adapt the game to different skill levels or handicaps. There is a variety of different sand bunkers that golfers need to watch out for as well as water hazards that come into play on four holes. The signature hole is the par-5 13th hole, which is challenging not only due to its lengthiness but also because it requires an approach shot over water.",https://suncitywest.com/golf/,,,,,,
