id,biz_name,Description,website,Tier,Cash,Card,Member Charge,Member Charge Only,description
8772,Muskoka Lakes Country Club,,https://mlgcc.com/,,,,,,
8773,Port Carling Golf & Country Club,,https://portcarlinggc.com/,,,,,,
8774,18-Hole Championship Course at Delta Lake Joseph Resort,,,,,,,,
8775,Port Colborne Country Club,"Port Colborne Golf & Country Club sits just minutes from the banks of Lake Erie. Founded in 1929, it originally opened as a nine-hole course and expanded to a full-length course in 1964. The golf course has matured beautifully over the years with help of major renovations to the design, irrigation, and drainage systems. The layout has rolling fairways that are lined with trees. It is still highly walkable though, since the undulations in the landscape are gentle, which is not to say it does not have its challenges. There are five water hazards and 13 strategically placed sand traps as well as smaller greens that demand accuracy. Port Colborne's practice facilities include a driving range and a putting green with a practice bunker.",https://pcgolf.ca/,,,,,,
8777,Lynn Meadows Golf & Country Club,,,,,,,,
8778,Holiday Golf & Tennis Club,,,,,,,,
8779,Saugeen Golf Club (Legacy/Sunrise Course at Saugeen Golf Club),,,,,,,,
8780,Ashbrook Golf Club,,,,,,,,
8782,Port Hope Golf & Country Club,,https://www.porthopegolf.ca/,,,,,,
8783,Dalewood Golf & Curling Club,,,,,,,,
8784,Summerlea Golf Course,,http://www.summerleagolfclub.com/,,,,,,
8785,Sunny Brae Golf Course,,,,,,,,
8787,Redtail Golf Course,,,,,,,,
8788,High View Golf Course,,,,,,,,
8790,Prescott Golf Club,,https://prescottgolfclub.ca/,,,,,,
8791,Highland Glen Golf Course,,https://www.sylvanglen.com.au/,,,,,,
8793,Renfrew Golf Club,,https://www.renfrewgolfclub.net/,,,,,,
8794,Richmond Centennial Golf Course,"Situated just 15 minutes from Ottawa's west end, Richmond Centennial Golf Club is routed through mature woodlands, making it an especially scenic course to visit in the fall. The par-67 course is gentle enough for beginners and juniors, which makes it a great option for families. The golf course originally opened with only one nine in 1967. The front nine has remained largely unaltered over the years, but the back nine that was added later enhanced the course with several challenging elements. The contrast between the player-friendly front nine and the tougher back nine make for an interesting round. Richmond Centennial Golf Club is mostly flat though you will come across a few subtle but tricky slopes. There are also a few water hazards and strategically placed sand traps to watch out for.",https://ottawagolf.com/richmond,,,,,,
8795,Riverbend Golf & Country Club,,https://www.riverbendgolfcc.ca/,,,,,,
8797,Summit Golf & Country Club,,https://www.grandsummitgolfcc.com/,,,,,,
8799,Diamond Back Golf Club,,https://diamondback.clublink.ca/,,,,,,
8800,Ridgetown Golf & Country Club,"Opened in 1923, Ridgetown Golf & Curling Club has been a longtime fixture for an enjoyable and affordable round of golf in Chatham-Kent, which has been called the ""friendliest town in Ontario."" The 18-hole golf course stretches across a lush, rolling landscape that is dotted with trees and ponds. The layout features small, impeccably manicured greens and rolling, generous fairways that are player-friendly. Water comes into play on a few holes and there are some strategically placed bunkers throughout, but overall the golf course appeals to players of any skill level. In addition to the course, Ridgetown Golf & Curling Club also offers a driving range, two practice holes, and a putting green for golfers to use.",https://ww38.ridgetowngolf.com/,,,,,,
8801,Ridgeway Shores Golf Club,,,,,,,,
8802,Grenadier Island Country Club,,https://grenadiergolf.com/,,,,,,
8804,St. Catharines Golf & Country Club,,https://www.stgcc.com/,,,,,,
8805,Talbot Park Golf Club,,,,,,,,
8806,Greenwood Golf Club,,https://greenwoodgolfclub.ca/,,,,,,
8807,Sarnia Golf & Curling Club,,https://www.sgcc.on.ca/,,,,,,
8809,Root River Golf Club,,https://saleen.dewi222.one/,,,,,,
8810,Sault Ste Marie Golf Club,,http://www.saultgolfclub.ca/,,,,,,
8812,Superior View Golf Course,,https://lakesuperiorviewgolf.com/,,,,,,
8813,Scarboro Golf & Country Club,,https://scarborogolf.com/,,,,,,
8815,Middle/North Course at Brookside Golf Club,,,,,,,,
8816,Cedar Brae Golf & Country Club,The original name was Cedar Brook Golf and Country Club.,https://cedarbraegolf.com/,,,,,,
8818,Seaforth Golf & Country Club,,,,,,,,
8819,Shanty Bay Golf & Country Club (Frontier/Klondike Course at Shanty Bay Golf & Country Club),,,,,,,,
8820,Shawneeki Golf Club,,https://www.shawneeki.com/,,,,,,
8821,Southern Upland/Midlands Course at Pheasant Run Golf Club,,,,,,,,
8822,Shelburne Golf Club,,https://www.shelburnegolf.com/,,,,,,
8823,Nanticoke Golf & Country Club,,,,,,,,
8824,Norfolk Golf & Country Club,,https://norfolkgolfandcountryclub.com/,,,,,,
8828,Glen Mar Golf & Country Club,,,,,,,,
8829,Amberwood Golf & Country Club,,https://www.amberwood.ca/,,,,,,
8830,Smiths Falls Golf & Country Club,,https://www.smithsfallsgolf.com/,,,,,,
8832,Sandy Row Golf Club,"Sandy Row Golf Club boasts a split-tee system that uses two different tees for each hole, offering golfers a unique challenge. Every hole has a different feel to it, which guarantees plenty of variety throughout the course. The nine-hole layout is diverse enough to appeal to players of all skill levels. It's challenging enough for advanced players while still being gentle enough for beginners. There are several memorable holes, including the par-5 fifth, which is a tricky double dogleg and the par-3 seventh, which is almost entirely enclosed by water. Sandy Row Golf Club is great for a quick round, but another advantage of the split-tee system is that it allows the course to be played like an 18-hole course, where golfers are confronted with a different tee shot the second time around.",https://www.sandyrowgolf.com/,,,,,,
8833,Eagle Lake Golf & Country Club,,https://www.eaglelakegolf.ca/,,,,,,
8835,Lakewood Golf Club,,,,,,,,
8836,Brant Valley Golf Course,,https://golfnorth.ca/brantvalley/,,,,,,
8837,Science Hill Country Club,"Science Hill Country Club sprawls across acres of picturesque countryside just outside of St. Mary's. The idyllic and peaceful setting has helped the golf course garner a following as one of the best-kept secrets in southwestern Ontario. The club is also known for being tough on your skills but easy on your wallet. The layout takes advantage of the natural assets of the hilly landscape, utilizing the plentiful trees and water features. While the golf course has a delightfully minimalist design, it was made more challenging with the addition of a few strategically placed bunkers. Science Hill offers a practice area and putting green and it is also a popular camping destination.",https://www.sciencehillgolf.com/,,,,,,
8838,St.Mary's Golf & Country Club,,http://stmarygolfclub.com/,,,,,,
