id,biz_name,Description,website,Tier,Cash,Card,Member Charge,Member Charge Only,description
9185,"Dieppe-Pourville, Golf de","Under the impetus of English and Scottish golfers, ""a golf course to play the old royal game"" came into existence in 1897, resulting in the creation of Golf de Dieppe-Pourville. The mastermind behind it, Willie Park Junior, designed an expansive 18-hole course across 60 hectares. This course provides captivating vistas of Pourville and Varengeville's white cliffs. Golf de Dieppe-Pourville rests on a hilly plateau, adorned with abundant trees and water hazards, and the 5,695-meter Par 70 course provides a rather technical layout. Embark on an exceptional round of golf at Golf de Dieppe-Pourville!",https://golf-dieppe-normandie.com/,,,,,,
9186,"Dinard, Golf de",,,,,,,,
9187,"Champ de Bataille, Golf Club du",,,,,,,,
9189,"Vaudreuil, Golf du",,,,,,,,
9193,"Grange aux Ormes, Golf de la","Welcomed by an 18th-century castle built in 1187 by religious figures and inspired by the medieval era where Joan of Arc stayed, you'll be greeted by an alley once lined with elms and century-old trees at Golf de la Grange Aux Ormes, which inspired the name of the Domaine. What sets Golf de la Grange Aux Ormes apart are some unique features that few golf courses have; a water-based practice area and excellent drainage that allows year-round play. The golf club at Golf de la Grange Aux Ormes offers two courses: a 9-hole course (Le Breuil, 2,001 meters, Par 31) and an 18-hole course (Le Bois Brûlé, 6,194 meters, Par 72).",https://www.grange-aux-ormes.com/,,,,,,
9195,"Ch???teau de Ch???risey, Golf Club du",,,,,,,,
9196,"Nancy Pulnoy, Golf de",,,,,,,,
9198,"Vittel Club Med, Golf de",,,,,,,,
9199,"Le Parcours Hawtree Jaune Course at Bondues, Golf de",,,,,,,,
9200,"Hardelot - Pins Course, Golf de",,,,,,,,
9201,"Le Parcours Les Dunes Course at Hardelot-les-Pins, Golf d'",,,,,,,,
9202,"Vert Parc, Golf du",,,,,,,,
9203,"AA Saint Omer, Golf Club d'",,,,,,,,
9204,"Mormal, Golf de","Located 45 minutes from Lille and 15 minutes from Valenciennes, the Golf de Mormal is nestled close to the Forest of Mormal in a hilly landscape adorned with groves, orchards, and ponds. At Golf de Mormal there is the 18-hole course, Par 72, measuring 6,097 meters, designed by Jean-Claude Cornillot and it blends perfectly with its natural environment and caters to both beginners and experienced players alike. For those learning golf or looking to improve their skills, the Golf de Mormal also offers a 9-hole Pitch & Putt course. Finally, its clubhouse is housed in a former farmhouse of the Avesnois region. Welcome!",https://www.golfdemormal.com/,,,,,,
9205,"Le Parcours La For???t Course at Touquet, Golf du",,,,,,,,
9210,"Brive Planchetorte, Golf de",,,,,,,,
9211,Anjou Golf et Country Club,"Located just 25 minutes from the historic city of Angers, the Golf Anjou & Country Club welcomes you to a natural and well-preserved setting of about a hundred hectares. The layout of the course was designed by the renowned English architect, Frédéric Hawtree.The Golf Anjou & Country Club estate offers an 18-hole course adorned with water features and ancient oak trees, a 6-hole compact course, charming cottages, and a clubhouse. It also includes seminar rooms for organizing business meetings and receptions. Here at the Golf Anjou & Country Club come and discover a course with a truly serene rural atmosphere throughout the year, thanks to its fully drained grounds.",https://www.anjou-golf.com/,,,,,,
9212,"Cholet, Golf de",,,,,,,,
9213,"Bretesche, Golf de la","Located between Vannes and Saint-Nazaire, the Golf de la Bretesche stretches across a 1,100-hectare estate, sheltered by a forest of ancient trees. The layout at Golf de la Bretesche, designed by Cotton and Baker in 1967, is set against the backdrop of the towers and ramparts of the Château de la Bretesche. The 18-hole course at Golf de la Bretescheis a Par 72, covering 6,015 meters and offers fairways lined with the most beautiful tree species. Here, at Golf de la Bretesche, beginners can hope to compete, and a 9-hole compact course welcomes them to practice in tranquility. Last but not least, the Relais & Châteaux Hotel invites you to a world of refinement.",https://www.bretesche.com/,,,,,,
9214,"Le Mans, Golf du",,,,,,,,
9216,Domaine de la Domang???re,,,,,,,,
9222,"Rebetz, Golf Club de",,,,,,,,
9223,"Champagne, Golf de","Nestled in the heart of Champagne Crayeuse, the Golf de la Grande Romanie, established in 1987, boasts a setting reminiscent of Scottish links courses, from which it draws inspiration. Golf de la Grande Romanie is located near the village of Courtisols, just 15 minutes from Châlons en Champagne.This course at Golf de la Grande Romanie, is set on a limestone subsoil, is playable year-round and accessible to golfers of all levels. Its 18 holes, featuring elevated greens, wide fairways, and numerous bunkers. With its length of 6145 meters from the white markers, it is one of the longest courses in France. Playing on this links-style course remains a true golfing challenge.",http://www.par72.net/,,,,,,
9224,"Abb???ville, Golf d'",,,,,,,,
9225,"Le Parcours Les Bouleaux Course at International Club du Lys, The",,,,,,,,
9226,"Belle Dune, Golf de",,,,,,,,
9228,"Chantilly, Golf H???tel Blue Green",,,,,,,,
9229,"Cognac, Golf du",,http://www.golfducognac.com/,,,,,,
