id,biz_name,Description,website,Tier,Cash,Card,Member Charge,Member Charge Only,description
11694,Leisureville Golf Course,,,,,,,,
11695,Pine Tree Golf Course,,https://www.realnovosanctipetri.com/,,,,,,
11696,North Course at Quail Ridge Country Club,,https://www.quailridgecc.com/,,,,,,
11697,Blue/Gold Course at Westchester Golf & Country Club,,,,,,,,
11698,Bradenton Country Club,,https://www.bradentoncc.org/,,,,,,
11699,El Conquistador Country Club,,,,,,,,
11701,Lakewood Ranch Golf & Country Club,Previously known as Country Club East at Lakewood Ranch Golf and Country Club,https://www.lakewoodranchgolf.com/,,,,,,
11705,Peridia Golf & Country Club,"Peridia Golf & Country Club in Bradenton is a player-friendly, 18-hole, par-60 course. It's gentle enough for beginners and even juniors at 3,344 yards from the back tees. The course sprawls across gently rolling terrain. The elevation changes are subtle but they can be tricky. There are trees along the fairways and water comes into play on a few holes. You'll also find a few strategically placed bunkers along the greens but there's nothing overly difficult. Peridia Golf & C.C. finishes with its longest hole, a 323-yard, par 4. There are out-of-bounds along the left and a large lake along the entire right side. This tricky hole also has a sand trap to the left of the fairway and two more on either side of the green. It's tough, but with a good drive you'll be able to hit a short iron onto the green.",https://www.peridiagcc.net/,,,,,,
11706,Pinebrook Ironwood Golf Course,,https://pinebrookironwood.com/,,,,,,
11707,"Preserve Golf Club at Tara, The","The Preserve Golf Club at Tara features Ted McAnlis' par 72, championship golf course. Exceptional care was taken to protect and enhance wetlands and other natural features of the course. At just over 7,000 yards, the course offers four sets of tees, allowing players of all skill levels to enjoy a challenging round of golf. Eleven bridges span the many small streams running through the golf course, protecting natural waterfalls and wetland habitats. A unique feature is the 60 foot Mount Matthew, which sits between the driving zones of hole five and six and forms an impressive backdrop for the tee shot. A beautiful clubhouse is open for lunch daily and is perfect for seminars, banquets or receptions.",https://www.golfthepreserve.com/,,,,,,
11708,"River Club, The","Previously known as ""Ballantrae Golf & Yacht Club"".",https://www.santaluciariverclub.net/,,,,,,
11709,River Isles Golf Course,,https://www.riverislesfl.com/default.php,,,,,,
11711,Rosedale Golf & Tennis Club,,,,,,,,
11712,Tara Golf & Country Club,,https://www.taragcc.com/,,,,,,
11713,Timber Creek Golf Course,,https://www.timbercreekgolf.org/,,,,,,
11714,Village Green Golf Course,,https://villagegreengc.us/,,,,,,
11715,Waterlefe Golf & River Club,"Inspired by the backdrop of the Manatee River, Ted McAnlis has created the ultimate golf experience with the perfect combination of beauty and challenge. Waterlefe Golf & River Club is built along a particularly beautiful section of the Manatee River, complete with wide expanses of pristine marshes and pleasant coves. Don't be surprised if on the 15th tee you spot a family of manatees poking noses up for a breath of air. The golf course was designed with a great deal of time, effort and expense going toward protecting and resorting the natural environment that gives the course it unique character. The gently sloped greens with the newest Tifteagle Bermuda offer the ultimate in putting. From a lazy start on the par-5 first hole to the big finish on the 18th hole island green, golfers love Waterlefe Golf & River Club!",https://www.waterlefegolfandriverclub.com/,,,,,,
11716,Brookridge Country Club Golf Association,,,,,,,,
11717,Brooksville Golf & Country Club,,https://www.brookridgegolf.com/,,,,,,
11719,Hernando Oaks Golf Club,,https://www.hernandooaksgc.com/,,,,,,
11721,High Point Golf Club,,http://www.highpointbrooksville.com/,,,,,,
