id,biz_name,Description,website,Tier,Cash,Card,Member Charge,Member Charge Only,description
10001,North Course at La Costa Resort & Spa,"Located north of San Diego in Carlsbad, Omni La Costa Resort & Spa is a legendary golf and wellness getaway in southern California. The resort, which opened in the 1950s, has hosted 37 elite PGA Tour events. The North Course (formerly known as Champions Course) features a serene setting that meanders through peaceful wetlands over landscaped bridges and rolling hills. The course underwent a significant renovation in 2011 by Steve Pate, Damian Pascuzzo and Jeff Brauer, which included four brand new holes and improved irrigation and soil for improved course conditions year-round.Formerly known as Omni La Costa Resort & Spa - Champions Course",https://www.omnihotels.com/hotels/san-diego-la-costa/golf,,,,,,
10006,Arroyo/Lake Course at Cathedral Canyon Country Club,,,,,,,,
10008,Date Palm Springs Country Club,,,,,,,,
10009,El Cielo/La Vista Course at Desert Princess Country Club,,,,,,,,
10010,Eighteen Hole Executive Course at Outdoor Resort & Country Club,,,,,,,,
10013,Highland Springs Village Golf Club,,,,,,,,
10016,Butte Creek Country Club,,https://www.buttecreekcountryclub.com/,,,,,,
10017,Canyon Oaks Country Club,,https://www.canyonoakscc.com/,,,,,,
10020,Western Hills Golf & Country Club,,https://golfwhcc.com/,,,,,,
10022,Sunrise Golf Course,Formerly known as Sunrise Falls Municipal Golf Course.,https://www.madison-in.gov/,,,,,,
10023,Babe Didrikson Zaharias Course at Industry Hills Pacific Palms Resort,,https://ihgolfclub.com/,,,,,,
10025,Oakhurst Country Club,,https://www.oakhurstcc.com/,,,,,,
10026,"Dragon at Gold Mountain, The",,,,,,,,
10027,"Dragon Golf Course, The","Nakoma Golf Resort (previously known as The Dragon at Gold Mountain) is a scenic wonder that will help golfers realize what's so special about Reno and the High Sierras as a golf destination. Challenging play team with unbelievable scenery, giving players a day on the links they won't soon forget.Playing to more than 7,000 yards from the back tees, Nakoma will challenge even scratch golfers with an imposing slope rating of 147. With five tee settings, however, Nakoma Golf Resort has proven to be a golf course that will delight all levels of golfers, as its combination of hazards and risk-reward opportunities make it a challenge worth taking.But the scenery doesn't end on the golf course at Nakoma, which features spa villas and other amenities for golf travelers. Add to that a remarkable clubhouse designed by the legendary architect Frank Lloyd Wright, and you'll easily see why Nakoma Golf Resort has its own special place in the Reno and High Sierras golf scene.",https://nakomaresort.com/,,,,,,
10028,"Golf Club at Whitehawk Ranch, The","Set in the scenic Mohawk Valley, Whitehawk Ranch Golf Club was designed by Dick Bailey and has been ranked as one of the 20 best golf courses in California by <em>Golf Digest.</em> Just a short drive from the golf destinations of Reno and Tahoe, Whitehawk has gained a well-earned reputation as one of the must plays of the High Sierra region.The layout and scenery are the biggest stars of Whitehawk, as Bailey used the natural landscape top carve a course that will take you through steams, waterfalls and ponds, as well as a variety of trees, including pines, cedars and aspens.But golfers will need to keep their eye on the ball as much as the scenery, as Whitehawk plays to nearly 7,000 yards from the back tees with an imposing 130 slope rating. The neat fairways and tricky greens will challenge golfers of all levels, while there are plenty of risk-reward opportunities for daring players. All told, Whitehawk is a High Sierra standout.",https://golfwhitehawk.com/,,,,,,
10030,Yosemite Lakes Park Golf Course,,https://www.yosemitelakespark.org/,,,,,,
10031,Adam Springs Golf Course,,https://www.adamsspringsgolfcourse.com/,,,,,,
10034,Colusa Golf & Country Club,,https://www.colusagolfclub.com/,,,,,,
10038,Auburn Lake Trails Golf Course,,https://www.auburnlaketrails.org/,,,,,,
10039,Saddle Creek Golf Club,,https://saddlecreekgc.com/,,,,,,
10046,Mesa Verde Country Club,,https://www.mesaverdecc.com/,,,,,,
10047,North Course at Coto de Caza Golf & Racquet Club,,https://www.invitedclubs.com/clubs/coto-de-caza-golf-racquet-club,,,,,,
10049,Del Norte Golf Club,,https://www.delnortegolf.com/lander,,,,,,
10054,Destroyer Course at Seal Beach Navy Golf Course,"The Navy Golf Course Seal Beach is a 27-hole facility that includes the championship Destroyer Course and the nine-hole executive Cruiser Course. The 6,780-yard Destroyer Course presents a challenge even for low handicappers with a slew of hazards coming into play throughout. The small greens have challenging slopes ranging from subtle breaks to dramatic drop-offs. To make them even tougher, you'll find strategically placed bunkers lurking along the edges. The tricky doglegs, which are mostly par 4s, will force you to think carefully about your club selection, and to top it all off, water makes an appearance on almost every hole. It's a long golf course that feels even longer due to the rolling terrain, but it is more forgiving than it seems with long, wide fairways that won't penalize you for being slightly errant.",https://sealbeach.navylifesw.com/programs/63c4dee3-9058-4efe-bf4b-a2095e765bcf/,,,,,,
10055,Lake Merced Golf Club,,https://www.lmgc.org/,,,,,,
10056,Monarch Beach Golf Links,"Playing at Monarch Beach Golf Links will bring to mind the great traditions of Scottish links golf. The seaside course offers sweeping views of the oceanfront as well as a challenging and diverse layout. Robert Trent Jones, Jr. designed the golf course, fully utilizing the dramatic bluffs and natural beauty of the landscape. The course offers small, rolling greens and tight fairways that are both kept in excellent condition. Strategically placed bunkers wait treacherously throughout the course and there are a number of tricky doglegs to watch out for. The course is on the shorter side but it is an excellent place to work on your iron game. Monarch Beach Golf Links' par-4 third hole is one of the most difficult. It plays along the ocean but don't let the views distract from the challenging green that is dramatically undulated.",https://www.monarchbeachgolf.com/,,,,,,
10057,Falls Course at Blackhawk Country Club,,https://www.blackhawkcc.org/,,,,,,
