id,biz_name,Description,website,Tier,Cash,Card,Member Charge,Member Charge Only,description
8360,Beacon Hall Country Club,,,,,,,,
8361,St. Andrews Valley Golf Club,"Some like it tough, and for them there is St. Andrew's. This immaculate course is as beautiful as it is challenging, with water coming into play on 14 holes, and wickedly undulating greens. Called ""One of the five best public courses in Ontario"" by Score magazine - and simply ""Canada's toughest golf course by others - St. Andrew's prides itself on being a real player's course, designed and managed by avid golfers.",https://standrewsvalley.com/,,,,,,
8362,Westview Golf Club (Homestead/Middle Course at Westview Golf Club),,,,,,,,
8363,Mt. Forest Golf & Country Club,,http://www.mountforestgolfclub.com/,,,,,,
8364,Blue/White Course at Foxwood Golf Course,,,,,,,,
8367,Red Lake Golf & Country Club,,https://www.golfredlake.com/,,,,,,
8369,The Highland Course at Horseshoe Resort Golf Club,,,,,,,,
8370,Barrie Country Club,,https://www.barriecountryclub.com/,,,,,,
8373,Loyalist Country Club Estates,,,,,,,,
8375,Beaumaris Golf Club,,http://www.beaumaris.org/,,,,,,
8376,Simco Shores Golf & Country Club,,,,,,,,
8377,Cedarhurst Golf Club,,https://cedarhurstgolf.com/,,,,,,
8378,Ponderosa Golf & Country Club,,https://www.ponderosagolf.com/web/index.php,,,,,,
8380,Bay of Quinte Country Club,"Bay of Quinte Golf & Country Club in Belleville is a parkland course that sprawls across rolling hills. The lush landscape is covered in trees, mosses, ferns, and grasses. The front nine was designed in 1921 and the back nine was added 30 years later making it a full-length championship golf course. The layout features fairly large greens that are fast and undulating and there are narrow fairways, some of which are lined with trees. Water hazards come into play on five holes and there are white sand bunkers throughout the golf course. Bay of Quinte Golf & Country Club's signature hole is the par-4 15th, which features an elevated tee that plays to a well protected green that is surrounded by a tree, bunkers to the left, and mounding to the back and sides. The hole also offers a stunning view of Quinte Bay",https://www.bayofquintegolf.com/,,,,,,
8382,Belmont Golf Club,,https://www.belmontgolf.com.au/cms/,,,,,,
8383,Southbrook Golf & Country Club,"Nestled in the quaint village of Binbrook, Southbrook Golf & Country Club has a charmingly idyllic yet convenient location that is only minutes from the QEW, the 403, and the Lincoln Alexander Parkway. The club first opened in 1969 with a nine-hole golf course, which was later expanded to 18 holes in 1972. A renovation of the golf course resulted in a redesign of five holes on the front nine and a new irrigation system. Southbrook Golf & Country Club now plays to a 6,560 yards and its new challenges demand precision and keen course strategy. The meandering Welland river snakes through the golf course as well, coming into play on 13 holes while also enhancing the natural beauty of the course.",https://southbrookgolf.ca/,,,,,,
8384,Blenheim Downs Golf Centre,,,,,,,,
8389,Blue/Red Course at Glen Eagles Golf Club,,,,,,,,
8390,Championship Course at Caledon Woods,,,,,,,,
8391,Eighteen Hole Course at Anderson Park Golf Club,,,,,,,,
8392,Borden Golf & Curling Club,,,,,,,,
8394,Bowmansville Country Club,,,,,,,,
