id,biz_name,Description,website,Tier,Cash,Card,Member Charge,Member Charge Only,description
8208,Eighteen Course at Golf de Saules,,,,,,,,
8209,Club de Golf Bic,,https://clubdegolfbic.com/,,,,,,
8210,Club de Golf Val Neigette,,https://www.valneigette.ca/,,,,,,
8211,Golf de La Riviere Hatee,,,,,,,,
8212,The Blue and White Course at Club de Golf Outaouais,,,,,,,,
8213,Club de Golf Rosemere,,,,,,,,
8218,Club de Golf Le Rocher de Roxton Pond,,,,,,,,
8219,Hotel Mont Gabriel,,https://www.montgabriel.com/,,,,,,
8220,Club de Golf Alpine,,,,,,,,
8222,Club de Golf Lac St. Jean,,https://www.golflacstjean.qc.ca/,,,,,,
8225,Club de Golf Longchamp,,https://golflongchamp.com/,,,,,,
8228,Club de Golf des Pins,,https://www.golfdespins.com/,,,,,,
8229,Blue/ White Course at Club de Golf St. Andre,,,,,,,,
8230,Club de Golf Gaspesien,,https://www.golfgaspesien.com/,,,,,,
8231,Ancestral Course at Club de Golf Glendale,,https://www.golf-glendale.com/fr/index.html,,,,,,
8234,Club de Golf Alpin,,https://alpin.qc.ca/,,,,,,
8235,Mount Bruno Country Club,"Since opening in 1918, the understated-yet-challenging layout of Mount Bruno Country Club has been one of Canada's best-kept secrets. It is not often played or heard of because the club is reputed to be one of the most exclusive in the country. The golf course is laid across the east slope of Mount Bruno. The tree-lined fairways and heavily bunkered greens carefully follow the natural undulation of the landscape, featuring a good amount of elevation changes that often cause the ball the break in a different direction than what you're expecting. Mount Bruno's signature hole is the par-4 13th, which sits at the highest point on the course, offering a spectacular view of the surrounding valley. The tee shot plays downhill and then requires an uphill approach to an elevated green that slopes to the left and is flanked by bunkers on the right.",https://secure.gggolf.ca/mountbruno/index.php?lang=en,,,,,,
8236,Club de Golf Le Richochet,,,,,,,,
8237,Club de Golf Lac St. Joseph,,https://www.clubdegolfdulacstjoseph.com/,,,,,,
8240,Club Golf Riviere Bonniebrook,,,,,,,,
8241,Club de Golf Capri,,http://www.golfcapri.com/,,,,,,
8242,Club de Golf Bellechasse,,https://golfbellechasse.com/,,,,,,
8243,Club de Golf St. Didace,,,,,,,,
8244,Club de Golf de St. Donat,,http://stdonat.golf/,,,,,,
8246,Club de Golf Beaurivage,,http://golfbeaurivage.com/cgi-sys/defaultwebpage.cgi,,,,,,
8247,L'Albatros Course at Club de Golf Deux Montagnes,,,,,,,,
8249,Club de Golf Godefroy,,https://www.golfgodefroy.qc.ca/,,,,,,
8250,Club de Golf de St. Hyacinthe,,https://www.golfsthyacinthe.com/,,,,,,
8251,Executive Course at Club de Golf La Providence,,,,,,,,
8255,Club de Golf St -Jean Ltee,,,,,,,,
8256,Rouville Course at Club de Golf Vallee Richelieu,,,,,,,,
8257,Club de Golf St. Lambert,,https://www.golfstlambert.com/,,,,,,
8258,Country Club of Montreal,,https://countryclubmontreal.com/,,,,,,
8261,Club de Golf du Moulin,,https://golfdumoulin-ca.golfmetaberoutin.com/,,,,,,
8262,Club de Golf Temis,,,,,,,,
8263,Pinegrove Country Club,,,,,,,,
8266,Club de Golf Beauce,Previously known as Golf de Beauce.,https://www.golfsaintemarie.com/,,,,,,
8267,Club de Golf St. Marthe Sur Lac,,,,,,,,
8268,Golf des Appalaches,,,,,,,,
8270,Club de Golf St. Michel,,https://www.golfsaintmichel.com/,,,,,,
8272,Club de Golf Marian Stastny,,,,,,,,
8275,Club de Golf Saint-Pamphile,,http://www.golfstpamphile.com/,,,,,,
8276,Club de Golf Orleans,,http://www.golforleans.com/,,,,,,
8277,Club de Golf Triangle dOr,,,,,,,,
8278,Club De Golf Cristal,,http://www.cristal.qc.ca/,,,,,,
8279,Nine Hole Course at Club de Golf St. Simon,,,,,,,,
8281,Cedarbrook Golf & Country Club,,,,,,,,
8282,Dufferin Heights Country Club,,,,,,,,
8293,Club De Golf Mountain Acres,,,,,,,,
8295,Club De Golf La Seigneurie,,https://www.golfmontcalm.qc.ca/,,,,,,
8297,Club De Golf Du Mont Adstock,,,,,,,,
8299,Club De Golf De St. Prime,,http://www.golfstprime.qc.ca/,,,,,,
8300,Rochers Bleus Auberge Golf,,https://www.lesrochersbleus.ca/,,,,,,
8304,Arizona Course at Club de Golf Le Mirage,,,,,,,,
8305,Braves Course at Club de Golf Le Versant,,,,,,,,
8307,Club de Golf de Thurso,,https://www.golfthurso.ca/,,,,,,
8308,Club de Golf Sorel-Tracy Les Dunes,,https://golflesdunes.com/,,,,,,
8309,Eighteen Hole Course at Club de Golf Ki 8 Eb,,,,,,,,
8312,Club Val Belair Sur Le Golf,,,,,,,,
8313,Club de Golf Val Morin,,https://golfvalmorin.com/,,,,,,
8314,Club Sports Belevedere,,,,,,,,
8315,Club de Golf Valleyfield,,https://www.clubdegolfvalleyfield.com/,,,,,,
8317,Club de Golf Vaudreuil,,http://www.golfvaudreuil.com/,,,,,,
8318,Club de Golf Baie Missisquoi,,http://www.golfbaiemissisquoi.com/,,,,,,
8319,Madelaine Course at Club de Golf Vercheres,,,,,,,,
8322,Club de Golf Victoriaville,,https://golfvictoriaville.com/,,,,,,
8325,Edelweiss Valley Golf & Country Club,,https://golfedelweiss.com/,,,,,,
8326,Canton Golf Club,,,,,,,,
8327,The Napoleon Course at Club de Golf de Waterloo,,,,,,,,
8330,Acton Meadows Golf Club,,,,,,,,
8331,Trillium Course at Blue Springs Golf Club,Also known as Blue Springs Golf Club - Trillium Course.,https://bluesprings.clublink.ca/,,,,,,
8332,Indian River Golf Course,,,,,,,,
8333,Riverside Golf Club,,,,,,,,
8334,Diamond/Ruby Course at Deer Creek Golf Course,,,,,,,,
8335,Annandale Country Club,,http://www.annandalegolfclub.com/,,,,,,
8337,Voyageurs Golf Course,,,,,,,,
8338,Heron Point Golf Links,,https://heronpoint.clublink.ca/,,,,,,
8339,Glengarry Golf & Country Club,,https://www.glengarrygolf.ca/,,,,,,
8340,Ridge Course at Nottawasaga Inn Golf Club,,,,,,,,
8341,Mississippi Golf Club,,http://www.themississippi.ca/,,,,,,
8343,Pointe West Golf Club,,https://www.pointewestgolf.com/,,,,,,
8344,Amherstview Golf Club,"Amherstview Golf Club in Kingston is popular for being one of the best values in the area. This semi-private nine-hole course has a player-friendly layout that beginners can approach with confidence while still giving more experienced players a challenging, casual round. Mature trees line the fairways and though the bunkering is minimal, it is strategically placed. Water hazards come into play on four holes. The water features pose only a minimal threat but they provide some memorable holes, especially the 13th, which is the best par 3 on the golf course. A stream cuts across this uphill hole where after crossing a bridge, golfers will face a green flanked with bunkers on either side as well as trees to the back. Club selection is the key to scoring well on this hole.",https://amherstviewgolfclub.ca/,,,,,,
8346,Mountain Creek Golf Course,,https://mountaincreekgolf.com/,,,,,,
8348,Green Acre Golf Centre,,http://greenacresgolfcentre.com/,,,,,,
8350,Ariss Valley Golf Course,"Ariss Valley Golf & Country Club, located in southwestern Ontario on the outskirts of Guelph, offers three different nine-hole golf courses. All 27 holes stretch across a beautiful rolling landscape that is dotted with large ponds. The land is also densely forested, making shot accuracy integral in doing well. The Valley's creek also meanders through several holes. Each golf course at Ariss Valley Golf & Country Club is uniquely designed to offer a variety of different challenges. The Lakes Course, as its name implies, features plenty of water hazards. There are also strategically placed, Ohio white sand bunkers to be cautious of. Although it has a good amount of challenges, players of all skill levels will enjoy the golf courses at Ariss Valley Golf & Country Club.",https://arissvalley.com/,,,,,,
8351,Arkona Fairways Golf Course,,https://golfnorth.ca/arkona/,,,,,,
8352,Arnprior Golf Club,,,,,,,,
8356,Nine Hole Course at Canadian Golf & Country Club,,,,,,,,
8357,CFB Trenton Golf Course,,,,,,,,
